time,no,review,score,read_volume
2022/6/23,192,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '看来', '我们', '都', '错过', '了', '主线', '新能源', '和', '光伏']",-1,164
2022/6/23,193,"['原来', '被', '炒', '的', '太', '高', '了', '，', '即使', '跌到', '现在', '，', '依然', '有', '30', '倍', '市盈率', '，']",5,172
2022/6/23,194,"['是', '真的', '弱', '啊', '，', '二', '季报', '可能', '真的', '不太', '乐观', '，', '不然', '不会', '被', '资金']",-1.5,375
2022/6/23,195,"['跑', '吧']",0,299
2022/6/23,196,"['为什么', '一来', '一回', '十几个', '点', '了']",0,153
2022/6/23,197,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '大家', '赶紧', '来', '抢', '奥翔', '的', '票', '，', '下周', '医疗', '大']",0,176
2022/6/23,198,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '克', '我', '死', '有点', '牛']",0,146
2022/6/23,199,"['这股', '被', '股东', '清仓', '伤', '很', '了', '，', '阴跌', '了', '一年', '不见', '一点', '回头']",-1.5,160
2022/6/23,200,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '玩', '这个', '股', '不要', '心急', '折磨', '人', '的', '股']",0,146
2022/6/23,201,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '为数不多', '的', '垃圾股', '，', '我', '上午', '割肉', '，', '都']",-2,184
2022/6/23,202,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '套', '的', '就是', '你们', '这群', '韭菜']",0,157
2022/6/23,203,"['这个', '垃圾股', '这么', '多月', '来', '，', '连', '大盘', '都', '跑', '不过', '，', '就', '只值', '18', '块', '的']",-1,148
2022/6/23,204,"['大盘', '小跌', '，', '他', '大跌', '，', '大盘', '大涨', '，', '他', '横盘', '，', '明天', '大盘', '回调', '，']",-1,136
2022/6/23,205,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '恶庄', '故意', '打压', '价格']",-3,143
2022/6/23,206,"['垃圾', '死', '了']",-1,139
2022/6/23,207,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '恶庄', '故意', '打压', '价格']",-3,142
2022/6/23,208,['为什么'],0,144
2022/6/23,209,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '睡会', '去', '，', '涨停', '了', '叫', '我']",1,247
2022/6/23,210,"['特斯拉', '起飞', '，', '明天', '火箭', '发射', '走', '一波']",1,356
2022/6/23,211,"['你', '就', '嘚', '瑟', '吧', '，', '夜路', '走', '多', '了', '总会', '遇到', '鬼']",0,148
2022/6/23,212,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '大盘', '这么', '好', '你', '却', '这', 'B', '样子']",0,155
2022/6/23,213,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '死', '垃圾', '。', '。']",-3,141
